ITEM_DESCRIPTION	CATEGORY	SUPPLIER
"Index, Legal, Side Tabs, 11"	"Office Equipment, Accessories and Supplies"	"EXPRESS Office Products, Inc."
Toner Cartridges	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Toner Cartridge, HP 64A, Black"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
Modular Systems Furniture	Furniture and Furnishings	3B INDUSTRIES INC
SHARP MX-4141N-CA COLOR MULTIFUNCTION COPIER	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"Tape Dispenser, 3/4 x 300, Bk"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
"Correction Tape, Non-Refillable, 1/6""x472"", 10/Bx"	"Office Equipment, Accessories and Supplies"	Spectrum Office Products
"Boston Chair w/ Headrest, Black Fabric"	Furniture and Furnishings	3B INDUSTRIES INC
"Coleslaw w/color, 5# bag"	Food Beverage and Tobacco Products	"Superior Produce, Inc."
33 Office Chairs	Furniture and Furnishings	3B INDUSTRIES INC
CHICKEN BONELESS CUBES  256600.0012	Food Beverage and Tobacco Products	3B INDUSTRIES INC
Chair for Patricia Ortiz	Furniture and Furnishings	3B INDUSTRIES INC
"Folder, File, ET, Ltr, Strt"	"Office Equipment, Accessories and Supplies"	"WALKERS OFFICE SUPPLIES, INC."
"Magenta Drum, 30,000 Yield"	"Office Equipment, Accessories and Supplies"	Western Blue Corporation
Vegetarian Calzone	Food Beverage and Tobacco Products	The Spaulding Company
VARIOUS FRESH PRODUCE	Food Beverage and Tobacco Products	Exodus International LLC
REPLENISH STOCK FOR OPERATIONAL NEEDS	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"boneless, skinless formed breast IQF"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
"DISPENSER, DRYLINE, CORR, WE"	"Office Equipment, Accessories and Supplies"	River City Office Supply
WW English Muffin	Food Beverage and Tobacco Products	GREG VAN MAANEN WHOLESALE BAKERY DISTRIBUTORS
Inmate feeding: Beef products   12/13	Food Beverage and Tobacco Products	Prison Industry Authority
"Base Prong, F/Fastener, 1"" Cap"	"Office Equipment, Accessories and Supplies"	"EXPRESS Office Products, Inc."
"Surge Protector (120V, 15AMP)"	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"Pickle relish , sweet"	Food Beverage and Tobacco Products	"Titus Enterprises, Inc."
"Chair, Manhattan MidBack, Azul"	Furniture and Furnishings	3B INDUSTRIES INC
Toner cartridges	"Office Equipment, Accessories and Supplies"	Midtown Stationers
"Fresh produce, onion, banana , apples salad etc"	Food Beverage and Tobacco Products	"Superior Produce, Inc."
HP 4700 CARTRIDGES	"Office Equipment, Accessories and Supplies"	Midtown Stationers
HP LaserJet Toner-Black Q1338A	"Office Equipment, Accessories and Supplies"	Technology Integration Group
SUNBUTTER & JELLY - COOKIE - SNACK - DRINK	Food Beverage and Tobacco Products	Elements Food Group
Fresh Bakery Goods	Food Beverage and Tobacco Products	GREG VAN MAANEN WHOLESALE BAKERY DISTRIBUTORS
"5 tents, 5 vinyl flooring"	"Sports, Recreational Equipment and Supplies and Accessories"	RDD ENTERPRISES DBA AMERICAWEAR
"MEAT, STEW MEAT 1/2"" CUBE"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
1ST QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	Churchfield Trading Co
"mustard,  catsup"	Food Beverage and Tobacco Products	INTERSECT USA
"Corned Beef, Fully Cooked, Unsliced"	Food Beverage and Tobacco Products	"ROSE & SHORE MEAT COMPANY, INC"
7 - yellow and red file tab folders	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
HP TONER TO SUPPORT CURRENT PRINTER	"Office Equipment, Accessories and Supplies"	Technology Integration Group
Q7583A - HP 7583A Magenta Toner	"Office Equipment, Accessories and Supplies"	Technology Integration Group
TONERS WITH WARRANTY.	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"~~CLIP,WALL,AST,20/BX,ML"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
"INDEX, LTR, JAN-DEC, COL, WE"	"Office Equipment, Accessories and Supplies"	River City Office Supply
Toner for Samsung ML5012ND printer	"Office Equipment, Accessories and Supplies"	Technology Integration Group
frozen homogonized	Food Beverage and Tobacco Products	Prison Industry Authority
"GUIDE, BLNK TB,1/5C,LTR100"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
MAINTENANCE AGREEMENT	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
kosher lunch meals	Food Beverage and Tobacco Products	Elements Food Group
MINI PAPER CLIPS	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
"Carrots, table topped"	Food Beverage and Tobacco Products	"Superior Produce, Inc."
"HIGH CAPACITY SHELVING,87"" X 48"" X 24"""	Furniture and Furnishings	Grainger Industrial Supply
"~MARKER,PERM,CHSL,RG,RD"	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
butter milk 1/2 gallon container	Food Beverage and Tobacco Products	Morning Glory Incorporated
"Grove High Back Chair w/arms, Fabric, Ebong"	Furniture and Furnishings	Prison Industry Authority
Meal everyday kosher	Food Beverage and Tobacco Products	ABC Ventures LLC
"Drum, F/CP6015, YW"	"Office Equipment, Accessories and Supplies"	River City Office Supply
Chips and Pretzels	Food Beverage and Tobacco Products	Adolph Inc.
Eggs fresh and frozen	Food Beverage and Tobacco Products	Prison Industry Authority
3RD QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	"Ventura Valley Foods, Inc."
"""COPY"" pre ink stamp, red"	"Office Equipment, Accessories and Supplies"	Merritt Business Supplies
PEAS & CARROTS 55LBS/CS	Food Beverage and Tobacco Products	Food Service Systems Inc
"three bean salad, chili sauce"	Food Beverage and Tobacco Products	ABC Ventures LLC
"PUNCH,SMRTTCH,3-HOLE"	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
"Chair, Manhattan Mid Back Lite, Azul"	Furniture and Furnishings	Prison Industry Authority
BRTPR1850B Custom Stamp: Nathu	"Office Equipment, Accessories and Supplies"	THE OFFICE CITY
"STAPLE,DESK,REDUCED EFFORT"	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
HEW-RMI-6274-000AEX	"Office Equipment, Accessories and Supplies"	Sterling Business Supplies & Cabling Inc
Finisher Stapler	"Office Equipment, Accessories and Supplies"	Western Blue Corporation
SHARP HIGH VOLUME MAINTENANCE TAXABLE	"Office Equipment, Accessories and Supplies"	Sharp Electronics Corporation
Samsung Printer and Toner	"Office Equipment, Accessories and Supplies"	Western Blue Corporation
LIQUID EGGS ADDITIONAL	Food Beverage and Tobacco Products	Prison Industry Authority
Stationary Whse.- Toner supplies for facility.	"Office Equipment, Accessories and Supplies"	Midtown Stationers
"tuna, pouch pack, 6/43 oz/cs"	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
"Coffee, value blend"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
"Inmate feeding: sugar, brown/powdered  2nd quar."	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
"FOLDER,FILE,1/3CUT,LTR,TL"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
"TABLE,DRAFTING,METAL,72""WX37.5""DX36.5""H"	Furniture and Furnishings	ELLIS A&E SUPPLIES
HP OEM Yellow InkJet Cartridge	"Office Equipment, Accessories and Supplies"	T3 Toner LLC
"Table, File Cabinet, Chair"	"Office Equipment, Accessories and Supplies"	3B INDUSTRIES INC
Airflow Monitor/Alarm	Furniture and Furnishings	SCHANTIN INSURANCE SERVICES
"polypropylene top load semi clear, letter sized"	"Office Equipment, Accessories and Supplies"	MISSION OFFICE PRODUCTS
Self Inking Stamps	"Office Equipment, Accessories and Supplies"	Value Business Products
Pressboard Classification Folder	"Office Equipment, Accessories and Supplies"	National Office Solutions
"Toner Cartridge, Cyan"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"RIGHT HANDED SOFTBALL GLOVES 14.5"""	"Sports, Recreational Equipment and Supplies and Accessories"	BSN Sports
"QRT BOARD, MKER, ALUMFRM, 4 EA"	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
"CUSTOM MESSAGE STAMP, PRE-INKED N12"	"Office Equipment, Accessories and Supplies"	National Office Solutions
turkey ham 11lb/case	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
"Choc Chip cookies 2pk, 300/cs"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
Italian Dressing	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
Mattresses for dormitory beds	Furniture and Furnishings	Serta International
Sharp Copier & 60 Months Maintenance Agreement	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
1ST QUARTER FOOD ORDERS 2014/2015	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
One lot of open office panel systems	Furniture and Furnishings	Allsteel Inc
all purpose flour	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
BLK BALLPOINT PENS	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
960179 COIN ENVELOPES 2-1/2 X 4-1/4 BROW	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
"milk, dry nonfat"	Food Beverage and Tobacco Products	Churchfield Trading Co
"PAPER,PAD,POST-IT,RULED,YLW,4"" X 6"""	"Office Equipment, Accessories and Supplies"	"WALKERS OFFICE SUPPLIES, INC."
"LETTUCE, CHOPPED"	Food Beverage and Tobacco Products	"Superior Produce, Inc."
Avery Index Maker Clear Label Unpunched Divider	"Office Equipment, Accessories and Supplies"	Merritt Business Supplies
"Blueberries, IQF, 30#/cs"	Food Beverage and Tobacco Products	Food Service Systems Inc
CATALOG ENVELOPE	"Office Equipment, Accessories and Supplies"	Paper Distributors Inc
"Tomatoes, cherry / grape"	Food Beverage and Tobacco Products	"Superior Produce, Inc."
Sharp MX-M465N Photocopier	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"CHICKEN, GROUND, RAW"	Food Beverage and Tobacco Products	"Jenmax Foods, LLC"
"powdered drink mix, sugar free"	Food Beverage and Tobacco Products	KD Foods
FRESH FRUITS AND VEGETABLES	Food Beverage and Tobacco Products	"Alpha Wholesale Produce, Inc."
MADISON ERGO CHAIR W/HEADREST	Furniture and Furnishings	Prison Industry Authority
V12H002S3YEpson Accolade Ultra Portable	Furniture and Furnishings	"Ablegov, Inc."
"Expo Dry Erase Marker, Chisel Pt, Pink"	"Office Equipment, Accessories and Supplies"	Cole Office Products
Kosher Boxed Breakfast Meals 24/CS	Food Beverage and Tobacco Products	Elements Food Group
mouse and keyboard combo	Furniture and Furnishings	Merritt Business Supplies
Individual Packs	Food Beverage and Tobacco Products	Adolph Inc.
"CHR,CONF,W/OC,MHG,SCARLET,FAB (J. HART)"	Furniture and Furnishings	Department of General Services
"Folder.PSBD,6Sec,Ltr,RD"	"Office Equipment, Accessories and Supplies"	National Office Solutions
"~~PUNCH,2 HOLE,BLACK"	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
Modular System Furniture	Furniture and Furnishings	3B INDUSTRIES INC
various fresh produce	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
"BURRITO, CHICKEN AND BEAN"	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
"Day Timer Planner Refill, 5.5""x8.5"""	"Office Equipment, Accessories and Supplies"	Cole Office Products
"PILOT, G2, RED, 0.5, PEN"	"Office Equipment, Accessories and Supplies"	"Horizon Business Solutions, Inc."
Recycling/Shredding	"Office Equipment, Accessories and Supplies"	File Keepers
"Chair, Boston, with headrest"	Furniture and Furnishings	Prison Industry Authority
"DESK PAD CALENDAR FOR 2015, 22"" X 17"""	"Office Equipment, Accessories and Supplies"	"Horizon Business Solutions, Inc."
"SCISSORS,8""BENTSTR,3PK,BK"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
Frozen Combination Meals	Food Beverage and Tobacco Products	UNIFIED NUTRIMEALS
2nd qtr food order	Food Beverage and Tobacco Products	"rdk distributing co., llc"
Black Samsung Toner	"Office Equipment, Accessories and Supplies"	River City Office Supply
"Grove, high back ergonomic chair, royal blue"	Furniture and Furnishings	3B INDUSTRIES INC
BUTTERMILK FRESH CULTURED 1/2 GL PAPER CONTAINER	Food Beverage and Tobacco Products	Morning Glory Incorporated
"STAMP,12 MSG DATR ECON SI"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
Index  binder tabs	"Office Equipment, Accessories and Supplies"	River City Office Supply
cheese cheddar whole milk shredded	Food Beverage and Tobacco Products	Seacat Enterprises
"FRUIT PUNCH, GRAPE, LEMON, ICED TEA"	Food Beverage and Tobacco Products	Seacat Enterprises
"Peanut Butter Crackers, Individual"	Food Beverage and Tobacco Products	ABC Ventures LLC
File Pocket expanded Files; Letter.	"Office Equipment, Accessories and Supplies"	SUPPLY NETWORK
SAMSUNG MAGENTA TONER CARTRIDGE	"Office Equipment, Accessories and Supplies"	Western Blue Corporation
"PANCAKE MIX, BUTTERMILK (50/LB/BG)"	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
2013 Weekly Appointment Book	"Office Equipment, Accessories and Supplies"	"EXPRESS Office Products, Inc."
catalog envelopes	"Office Equipment, Accessories and Supplies"	National Office Solutions
"SHEET CAKES, BISCUITS, MUFFINS"	Food Beverage and Tobacco Products	GREG VAN MAANEN WHOLESALE BAKERY DISTRIBUTORS
"PENCIL, #2, BLACKSTONIAN"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
"6"" Hook for Slatwall"	"Office Equipment, Accessories and Supplies"	Newood Display Fisture
"Granulated, 50#/cs"	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
peanut butter & jelly	Food Beverage and Tobacco Products	Prison Industry Authority
Chair w/o Headrest	Furniture and Furnishings	3B INDUSTRIES INC
folders end tab jackets	"Office Equipment, Accessories and Supplies"	"Hoffman Technologies, Inc."
Toner Cartridges	"Office Equipment, Accessories and Supplies"	Technology Integration Group
Install ride control per ETB	Furniture and Furnishings	TRACY PONT-CAD-GMC
office furniture	Furniture and Furnishings	Prison Industry Authority
"TAPE, CORR, WIDE, 3 PK A"	"Office Equipment, Accessories and Supplies"	Office Pro
classification folders	"Office Equipment, Accessories and Supplies"	National Office Solutions
"Toner Cartridge, HP 35A, Black"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
1ST QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	French Fry Xpress
"HP Cyan Toner, Part #Q7581A, Quantity: 4"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
3RD QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	Prison Industry Authority
WIRE SHELVING 74HX48W CHROME	Furniture and Furnishings	Grainger Industrial Supply
I/P WILL BE SEEN WITHIN 90 DAYS	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
FROZEN VEGETABLES	Food Beverage and Tobacco Products	Food Service Systems Inc
CHICKEN FRIED STEAK	Food Beverage and Tobacco Products	Golden State Provisions INC.
HP 951 Magenta Inkjet Cartridge	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"TAPE,CORREC,WITE-OUT,10PK"	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
frozen french toast/waffle	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
COPIER MAINTENANCE FY 14/15	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Cyan Cartridge for LaserJet CP4025/4525 8.5K	"Office Equipment, Accessories and Supplies"	Technology Integration Group
Custom Name Stamps	"Office Equipment, Accessories and Supplies"	Merritt Business Supplies
HP CB386A DRUM YELLOW	"Office Equipment, Accessories and Supplies"	Merritt Business Supplies
MX-FX11 Faxing Expansion Kit	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"fish, pollack breaded"	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
Catalog Envelopes	"Office Equipment, Accessories and Supplies"	Merritt Business Supplies
Manhattan mid back lite in Fabric; ebony	Furniture and Furnishings	Department of General Services
"Inmate feeding: chips, snacks   2nd quar."	Food Beverage and Tobacco Products	Adolph Inc.
Tow-Pck. Oatmeal Cookies	Food Beverage and Tobacco Products	3B INDUSTRIES INC
"Madison Jr. Ergonomic Chair, Black"	Furniture and Furnishings	3B INDUSTRIES INC
"Papermate Profile Pens, Black"	"Office Equipment, Accessories and Supplies"	Walker's Office Supplies
DYMO Label Writer 450 Turbo # 1752265	"Office Equipment, Accessories and Supplies"	Delphin Computer Supply
Margarine prints	Food Beverage and Tobacco Products	Adolph Inc.
CAKE MIX WHITE 50/LB/BG  #241	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
syrup maple flavor sugar free	Food Beverage and Tobacco Products	3B INDUSTRIES INC
CANNED APPLESAUCE	Food Beverage and Tobacco Products	Golden State Provisions INC.
Office Equipement	Furniture and Furnishings	"TAGG Industries, Inc."
"PEN, UNI-BALL 207 GEL, BE"	"Office Equipment, Accessories and Supplies"	River City Office Supply
