ITEM_DESCRIPTION	CATEGORY	SUPPLIER
GBC Stream punch III	"Office Equipment, Accessories and Supplies"	Ricoh Americas Corporation
"GBC die set 19 hold,#001452MIU"	"Office Equipment, Accessories and Supplies"	Ricoh Americas Corporation
"RICOH Pro C900,#404159"	"Office Equipment, Accessories and Supplies"	Ricoh Americas Corporation
"LCIT RT5030 Large capacity tray,#412968"	"Office Equipment, Accessories and Supplies"	Ricoh Americas Corporation
Ricoh pro c900 exchange parts	"Office Equipment, Accessories and Supplies"	Ricoh Americas Corporation
EFI E-81 controller for PRO C900	"Office Equipment, Accessories and Supplies"	Ricoh Americas Corporation
BY5000 multi bypass tray for pro c900	"Office Equipment, Accessories and Supplies"	Ricoh Americas Corporation
SR5000 finisher for Pro C900	"Office Equipment, Accessories and Supplies"	Ricoh Americas Corporation
PU5000 punch unit / C900	"Office Equipment, Accessories and Supplies"	Ricoh Americas Corporation
ES-1000 color spectrophotometer	"Office Equipment, Accessories and Supplies"	Ricoh Americas Corporation
"AMERICAN CHEESE, CHEDDAR CHEESE, PARMESAN CHEESE"	Food Beverage and Tobacco Products	Seacat Enterprises
Peas and Carrots	Food Beverage and Tobacco Products	Food Service Systems Inc
"Spinach, Chopped"	Food Beverage and Tobacco Products	Food Service Systems Inc
"Manhattan Mid Back Lite Chair, Ebony"	Furniture and Furnishings	Prison Industry Authority
940 Cyan Office Jet Ink Cartridge	"Office Equipment, Accessories and Supplies"	Technology Integration Group
940 Magenta Office Jet Ink Cartridge	"Office Equipment, Accessories and Supplies"	Technology Integration Group
940 Yellow Office Jet Ink Cartridge	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"chicken, boneless, breasts"	Food Beverage and Tobacco Products	Prison Industry Authority
Brother Red on White Label Tape Cartridge	"Office Equipment, Accessories and Supplies"	"Garza Industries, Inc"
"Chair, Boston, black"	Furniture and Furnishings	Prison Industry Authority
thousand island dressing	Food Beverage and Tobacco Products	INTERSECT USA
Potato:  french fried  Potato: hash brown patty	Food Beverage and Tobacco Products	French Fry Xpress
"Workrite Verano 24"""	Furniture and Furnishings	Western Contract Furnishers
"Workrite rec, 46w x 23d"	Furniture and Furnishings	Western Contract Furnishers
"sorbet, fruit smoothies, italian ice cups"	Food Beverage and Tobacco Products	Marvell Foods Inc
"Cheddar, Yellow and Parmesan Cheese"	Food Beverage and Tobacco Products	Seacat Enterprises
Waterproof Changing Station Liners	Furniture and Furnishings	Grainger Industrial Supply
Sharp Copiers - 3	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Sharp Copier - 1	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Sharp MX-M465N Copiers	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Sharp Copiers - 4	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"Ground Beef Patties, Frozen, 15% maximum fat"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
"Chicken breast, boneless 4oz,"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
"Beef, breakfast link"	Food Beverage and Tobacco Products	Prison Industry Authority
food for inmate camps	Food Beverage and Tobacco Products	US Foodservice
Carrot Sticks   5# bag	Food Beverage and Tobacco Products	"Superior Produce, Inc."
Postage meter rental	"Office Equipment, Accessories and Supplies"	"Pitney Bowes, Inc"
"BISCUIT, CHZ SAUCE"	Food Beverage and Tobacco Products	Performance Foodservice of Northern Ca
breakfast pocket meals	Food Beverage and Tobacco Products	"MOTEN FOOD GROUP, INC"
MX-M465N DIGITAL COPIER/PRINTER/SCANNER	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Frozen Vegetables	Food Beverage and Tobacco Products	Food Service Systems Inc
classification folders	"Office Equipment, Accessories and Supplies"	Lowmarkup Inc
Grove high back ergonomic chair	Furniture and Furnishings	3B INDUSTRIES INC
"Vinyl 3-Ring Binder, Plain View, Black"	"Office Equipment, Accessories and Supplies"	3B INDUSTRIES INC
Boston chair with headrest	Furniture and Furnishings	3B INDUSTRIES INC
food for inmate camps	Food Beverage and Tobacco Products	US Foodservice
Conference room rental for 7.23.2014 - 7.25.2014	Furniture and Furnishings	Marriott Cal Expo Hotels
csp-sq food: beef (various) fy 14/15 1st qtr	Food Beverage and Tobacco Products	SILVER FOODS EXPRESS DISTRIBUTION
"Turkey Ham, 2/6.5 lb"	Food Beverage and Tobacco Products	McGinty Sales Company
Mobile cooler (air conditioner)	"Sports, Recreational Equipment and Supplies and Accessories"	"Brookstone Emergency Services, Inc."
Chair with headrest	Furniture and Furnishings	3B INDUSTRIES INC
"Bulk Pack, 40#/cs"	Food Beverage and Tobacco Products	Adolph Inc.
Furniture for Fiery Central Server	"Office Equipment, Accessories and Supplies"	Konica Minolta Business Solutions
Fiery Central v2 Integrated Server	"Office Equipment, Accessories and Supplies"	Konica Minolta Business Solutions
ESP Diagnostic Power Filter 120V/15A	"Office Equipment, Accessories and Supplies"	Konica Minolta Business Solutions
ESP Diagnostic Power Filter 240V/30A	"Office Equipment, Accessories and Supplies"	Konica Minolta Business Solutions
VI-507 Video Interface Kit	"Office Equipment, Accessories and Supplies"	Konica Minolta Business Solutions
Bizhub Press C1070	"Office Equipment, Accessories and Supplies"	Konica Minolta Business Solutions
DF-626 Automatic Document Feeder	"Office Equipment, Accessories and Supplies"	Konica Minolta Business Solutions
PF-707 Paper Feeder	"Office Equipment, Accessories and Supplies"	Konica Minolta Business Solutions
HT-506 Heater Dehumidifier	"Office Equipment, Accessories and Supplies"	Konica Minolta Business Solutions
FS-532 100 Sheet Staple Finisher	"Office Equipment, Accessories and Supplies"	Konica Minolta Business Solutions
GP-501 GBC Punch Unit	"Office Equipment, Accessories and Supplies"	Konica Minolta Business Solutions
RU-510 Relay Unit	"Office Equipment, Accessories and Supplies"	Konica Minolta Business Solutions
HM-102 Humidifier Kit	"Office Equipment, Accessories and Supplies"	Konica Minolta Business Solutions
RU-509 Relay/Buffer Pass Unit	"Office Equipment, Accessories and Supplies"	Konica Minolta Business Solutions
SD-506 Saddle Stitch Unit	"Office Equipment, Accessories and Supplies"	Konica Minolta Business Solutions
FD-503 Multi folding Unit	"Office Equipment, Accessories and Supplies"	Konica Minolta Business Solutions
DS-505 44 Hole Color Coil Punch Die	"Office Equipment, Accessories and Supplies"	Konica Minolta Business Solutions
IC-308 EFI Server Type Image Controller	"Office Equipment, Accessories and Supplies"	Konica Minolta Business Solutions
APC Smart UPS 1500VA - Tower	"Office Equipment, Accessories and Supplies"	Konica Minolta Business Solutions
ES-2000 Spectrophotometer	"Office Equipment, Accessories and Supplies"	Konica Minolta Business Solutions
CODE 191: ALTERNATIVE 3 CHEESE	Food Beverage and Tobacco Products	McGinty Sales Company
CODE BL-634: POULTRY JALAPENO CHEESE	Food Beverage and Tobacco Products	McGinty Sales Company
"POCKET, FILE, 5.25""EXP, LTR"	"Office Equipment, Accessories and Supplies"	River City Office Supply
Printer Feeder and Maintenance	"Office Equipment, Accessories and Supplies"	Xerox Corporation
Mail Machine Connect 3000 system	"Office Equipment, Accessories and Supplies"	Pitney Bowes
cheese cheddar shredded	Food Beverage and Tobacco Products	Seacat Enterprises
Jefferson Mesh Conference Chair	Furniture and Furnishings	Prison Industry Authority
ind. wrapped cheese imo	Food Beverage and Tobacco Products	Golden State Provisions INC.
Boston Chair without Headrest	Furniture and Furnishings	Prison Industry Authority
Manhattan Mid Back Lite Chair	Furniture and Furnishings	Prison Industry Authority
part number #680000.2010	Furniture and Furnishings	3B INDUSTRIES INC
"Stapler, Heavy Duty, GY"	"Office Equipment, Accessories and Supplies"	Office Pro
"WAFFLES, FROZEN  FRENCH TOAST, FROZEN"	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
Digital Imager MX-M354N	"Office Equipment, Accessories and Supplies"	Sharp Business Systems
Sharp Copier MX465N	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Beverage base - individual servings and bulk	Food Beverage and Tobacco Products	Seacat Enterprises
36W x 30D Corner WorkSurface	Furniture and Furnishings	Prison Industry Authority
Manhattan Mid Back Chair	Furniture and Furnishings	Prison Industry Authority
MSF Product Total	Furniture and Furnishings	Allsteel Inc
BONELESS CHICKEN STRIPS	Food Beverage and Tobacco Products	Prison Industry Authority
Ice for cooling down drinks	Food Beverage and Tobacco Products	Ben Lomond/Scotts Valley Market
Sharp Copiers - 4	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"Toner Cartridge, Cyan"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"chicken, battered pieces, thigh meat"	Food Beverage and Tobacco Products	"Jenmax Foods, LLC"
printer and toner	"Office Equipment, Accessories and Supplies"	"Western Blue, an NWN Company"
Toner Cartridges	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Beans, Black, Canned"	Food Beverage and Tobacco Products	ABC Ventures LLC
"Beans, Refried, Canned"	Food Beverage and Tobacco Products	ABC Ventures LLC
"Bean, Garbanzo, Canned"	Food Beverage and Tobacco Products	ABC Ventures LLC
"Cheese, Cheddar, Whole Milk"	Food Beverage and Tobacco Products	Seacat Enterprises
"Cheese, Parmesan"	Food Beverage and Tobacco Products	Seacat Enterprises
Chairs and binders	"Office Equipment, Accessories and Supplies"	Prison Industry Authority
concourse mobile drawer	Furniture and Furnishings	3B INDUSTRIES INC
"Tuna Canned, (66.5 oz cans)"	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
MLT-D309L toner cartridges black/ Samsun	"Office Equipment, Accessories and Supplies"	Western Blue Corporation
BROWN LIGHT  GRANULATED  POWDERED	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
"Toner Cartridge, Cyan"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Toner Cartridge, Black"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"PEPPER JACK, SHREDDED  PIZZA BLEND, SHREDDED"	Food Beverage and Tobacco Products	KD Foods
"Toner Cartridge, Magenta"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
INDUSTRY OPERATIONS RELOCATION	Furniture and Furnishings	Prison Industry Authority
"Wipes, Wypall, Teri, WE"	"Office Equipment, Accessories and Supplies"	Office Pro
"Prunes, dried 25# packages"	Food Beverage and Tobacco Products	Adolph Inc.
RFM Ray Chair 4295-12A77-150 P489	Furniture and Furnishings	"CALIFORNIA OFFICE FURNITURE, INC."
2 pack sliced 20% wheat	Food Beverage and Tobacco Products	Prison Industry Authority
FOR MONITORING EQUIPMENT  SEE PO FOR ITEM DETAILS	Furniture and Furnishings	OAKLAND VALVE & FITTING
Jefferson Mesh Conference Chair	Furniture and Furnishings	Department of General Services
X-Acto Electric Pencil Sharpener	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
"Chair, Atherton Tall Counter Height, Scarlet"	Furniture and Furnishings	Prison Industry Authority
Sharp Copiers - 2	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"cookies assorted, peanut butter packet, jelly mix"	Food Beverage and Tobacco Products	Prison Industry Authority
FLIP TOP ROUND TABLE	Furniture and Furnishings	Prison Industry Authority
frozen combination meals	Food Beverage and Tobacco Products	Elements Food Group
"Tortilla Corn, 5-1/2"" Frozen"	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
"JELLY, GRAPE 6/#10/CS"	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
Boston Chair w/Headrest	Furniture and Furnishings	3B INDUSTRIES INC
JELLY BEANS IND PK 200/1 0Z PK	Food Beverage and Tobacco Products	"G & P Group, Inc."
SNACK MIX ORIENTAL IND PKG	Food Beverage and Tobacco Products	"G & P Group, Inc."
HP NO 72 Gray and Photo Black printerhead	"Office Equipment, Accessories and Supplies"	PC Specialist Inc dba TIG (Technology Integration Group)
HP NO 72 Magenta and Cyan Printerhead	"Office Equipment, Accessories and Supplies"	PC Specialist Inc dba TIG (Technology Integration Group)
HP NO 72 Matte Black and Yellow Printerhead	"Office Equipment, Accessories and Supplies"	PC Specialist Inc dba TIG (Technology Integration Group)
"Rolled Wheat, Quick Cooking (50# Bag)"	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
"Wheat Farina, Quick Cooking (50# Bag)"	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
"Diced Peaches, Diced Pears, Tidbit Pineapple"	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
"colored pencils, oragami supplies"	"Office Equipment, Accessories and Supplies"	NASCO MODESTO
Latrine Upgrade.	Cleaning Equipment and Supplies	MJ Avila Company Inc.
"XPHC3L, BELT CLIP, METAL"	"Office Equipment, Accessories and Supplies"	Harris Corporation
"BEANS, RED DRY  50/LB/BG"	Food Beverage and Tobacco Products	INTERSECT USA
"BEANS, PINTO  50/LB/BG"	Food Beverage and Tobacco Products	INTERSECT USA
"homogenized, 6gal bulk"	Food Beverage and Tobacco Products	Prison Industry Authority
"1/2 pint ea, 50 per crate"	Food Beverage and Tobacco Products	Prison Industry Authority
"danish roll , cinnamon rolls"	Food Beverage and Tobacco Products	Clipper Commodities Inc.
"chairs,binders, accessories"	Furniture and Furnishings	Prison Industry Authority
Brother toner cartridges	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
Copier purchase and maintenance	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"Toner Cartridge, HJP 13X, Black, High Yield"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
Yellow Print Cartridge F/CP6015/CM6040 MFP	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"48cs/pallet, 28/cs"	Food Beverage and Tobacco Products	ABC Ventures LLC
Modular Furniture Build Out	Furniture and Furnishings	3B INDUSTRIES INC
"CABINET,STORAGE,STL,12-GA,78""X60""X24"""	Furniture and Furnishings	Grainger Industrial Supply
Pharmacy Workstation	Furniture and Furnishings	Systems & Space Inc
Multifunction Copier/Printer/Scanner	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"Soft Crust, 6/pk"	Food Beverage and Tobacco Products	Earthgrains Baking company
food for inmate camps	Food Beverage and Tobacco Products	US Foodservice
"Peaches diced, in juice"	Food Beverage and Tobacco Products	Highland Wholesale Foods Inc
"Mandarin Oranges, in light juice"	Food Beverage and Tobacco Products	Highland Wholesale Foods Inc
"Toner Cartridge, Cyan"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Toner Cartridge, Black, HP 501A"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Toner Cartridge, HP 49A, Black"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Toner Cartridge, Cyan, HP 502A"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Toner Cartridge, HP 51A, Black"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
portable scanner	"Office Equipment, Accessories and Supplies"	Granite Data Solutions
Clothes Dryers for Student Dormitory	Cleaning Equipment and Supplies	Mother Lode Appliance
"cake mix, brownie"	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
"Pilot Gel Pen, fine point, black"	"Office Equipment, Accessories and Supplies"	"WALKERS OFFICE SUPPLIES, INC."
mis stationery supplies	"Office Equipment, Accessories and Supplies"	"Central Valley Office Supply, Inc."
Boston Chair With Headrest	Furniture and Furnishings	Prison Industry Authority
Sharp Mono Laser MFD  Maintenance Agreement	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
VARIED FROZEN VEGETABLES	Food Beverage and Tobacco Products	Food Service Systems Inc
Sharp MX4141N color copier	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"Large Capacity Tray (3,500 Sheets)."	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
CONFERENCE CHAIR	Furniture and Furnishings	3B INDUSTRIES INC
Formatter Assembly	"Office Equipment, Accessories and Supplies"	The Laser Doctor Printer Service
"Toner Cartridge, HP 64X, Black, High Yield"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
Boston Ergonomic Chair with Headrest	Furniture and Furnishings	3B INDUSTRIES INC
"100% Wheat, Std Slice, 24oz"	Food Beverage and Tobacco Products	Earthgrains Baking company
"Profile, blue, 12 pack"	"Office Equipment, Accessories and Supplies"	"WALKERS OFFICE SUPPLIES, INC."
HAMBURGER BUNS / HOT DOG BUNS / HOAGIE ROLLS	Food Beverage and Tobacco Products	Earthgrains Baking company
cross connector part	Furniture and Furnishings	Allsteel Inc
